ZIP,USPS Default State for ZIP,County,County State,State Abbreviation
93207,CA,Tulare County,California,CA
93208,CA,Tulare County,California,CA
93210,CA,Fresno County,California,CA
93210,CA,Monterey County,California,CA
93212,CA,Kings County,California,CA
93212,CA,Tulare County,California,CA
93215,CA,Kern County,California,CA
93215,CA,Tulare County,California,CA
93218,CA,Tulare County,California,CA
93219,CA,Tulare County,California,CA
93219,CA,Kern County,California,CA
93220,CA,Kern County,California,CA
93221,CA,Tulare County,California,CA
93222,CA,Kern County,California,CA
93223,CA,Tulare County,California,CA
93224,CA,Kern County,California,CA
93225,CA,Kern County,California,CA
93225,CA,Ventura County,California,CA
93226,CA,Kern County,California,CA
93227,CA,Tulare County,California,CA
93230,CA,Kings County,California,CA
93230,CA,Tulare County,California,CA
93232,CA,Kings County,California,CA
93234,CA,Fresno County,California,CA
93235,CA,Tulare County,California,CA
93237,CA,Tulare County,California,CA
93238,CA,Kern County,California,CA
93239,CA,Kings County,California,CA
93240,CA,Kern County,California,CA
93241,CA,Kern County,California,CA
93242,CA,Fresno County,California,CA
93242,CA,Kings County,California,CA
93243,CA,Kern County,California,CA
93243,CA,Los Angeles County,California,CA
93244,CA,Tulare County,California,CA
93245,CA,Kings County,California,CA
93246,CA,Kings County,California,CA
93247,CA,Tulare County,California,CA
93249,CA,Kern County,California,CA
93250,CA,Kern County,California,CA
93251,CA,Kern County,California,CA
93252,CA,Kern County,California,CA
93252,CA,Santa Barbara County,California,CA
93252,CA,Ventura County,California,CA
93252,CA,San Luis Obispo County,California,CA
93254,CA,Santa Barbara County,California,CA
93254,CA,San Luis Obispo County,California,CA
93255,CA,Kern County,California,CA
93256,CA,Tulare County,California,CA
93257,CA,Tulare County,California,CA
93258,CA,Tulare County,California,CA
93260,CA,Tulare County,California,CA
93261,CA,Tulare County,California,CA
93262,CA,Tulare County,California,CA
93263,CA,Kern County,California,CA
93265,CA,Tulare County,California,CA
93266,CA,Kings County,California,CA
93267,CA,Tulare County,California,CA
93268,CA,Kern County,California,CA
93270,CA,Tulare County,California,CA
93271,CA,Tulare County,California,CA
93272,CA,Tulare County,California,CA
93274,CA,Tulare County,California,CA
93274,CA,Kings County,California,CA
93275,CA,Tulare County,California,CA
93276,CA,Kern County,California,CA
93277,CA,Tulare County,California,CA
93278,CA,Tulare County,California,CA
93279,CA,Tulare County,California,CA
93280,CA,Kern County,California,CA
93283,CA,Kern County,California,CA
93285,CA,Kern County,California,CA
93286,CA,Tulare County,California,CA
93287,CA,Kern County,California,CA
93290,CA,Tulare County,California,CA
93291,CA,Tulare County,California,CA
93292,CA,Tulare County,California,CA
93301,CA,Kern County,California,CA
93302,CA,Kern County,California,CA
93303,CA,Kern County,California,CA
93304,CA,Kern County,California,CA
93305,CA,Kern County,California,CA
93306,CA,Kern County,California,CA
93307,CA,Kern County,California,CA
93308,CA,Kern County,California,CA
93309,CA,Kern County,California,CA
93311,CA,Kern County,California,CA
93312,CA,Kern County,California,CA
93313,CA,Kern County,California,CA
93314,CA,Kern County,California,CA
93380,CA,Kern County,California,CA
93384,CA,Kern County,California,CA
93385,CA,Kern County,California,CA
93386,CA,Kern County,California,CA
93387,CA,Kern County,California,CA
93388,CA,Kern County,California,CA
93389,CA,Kern County,California,CA
93390,CA,Kern County,California,CA
93401,CA,San Luis Obispo County,California,CA
93402,CA,San Luis Obispo County,California,CA
93403,CA,San Luis Obispo County,California,CA
93405,CA,San Luis Obispo County,California,CA
93406,CA,San Luis Obispo County,California,CA
93407,CA,San Luis Obispo County,California,CA
93408,CA,San Luis Obispo County,California,CA
93409,CA,San Luis Obispo County,California,CA
93410,CA,San Luis Obispo County,California,CA
93412,CA,San Luis Obispo County,California,CA
93420,CA,San Luis Obispo County,California,CA
93421,CA,San Luis Obispo County,California,CA
93422,CA,San Luis Obispo County,California,CA
93423,CA,San Luis Obispo County,California,CA
93424,CA,San Luis Obispo County,California,CA
93426,CA,San Luis Obispo County,California,CA
93426,CA,Monterey County,California,CA
93427,CA,Santa Barbara County,California,CA
93428,CA,San Luis Obispo County,California,CA
93429,CA,Santa Barbara County,California,CA
93430,CA,San Luis Obispo County,California,CA
93432,CA,San Luis Obispo County,California,CA
93433,CA,San Luis Obispo County,California,CA
93434,CA,Santa Barbara County,California,CA
93435,CA,San Luis Obispo County,California,CA
93436,CA,Santa Barbara County,California,CA
93437,CA,Santa Barbara County,California,CA
93438,CA,Santa Barbara County,California,CA
93440,CA,Santa Barbara County,California,CA
93441,CA,Santa Barbara County,California,CA
93442,CA,San Luis Obispo County,California,CA
93443,CA,San Luis Obispo County,California,CA
93444,CA,San Luis Obispo County,California,CA
93445,CA,San Luis Obispo County,California,CA
93446,CA,San Luis Obispo County,California,CA
93447,CA,San Luis Obispo County,California,CA
93448,CA,San Luis Obispo County,California,CA
93449,CA,San Luis Obispo County,California,CA
93450,CA,Monterey County,California,CA
93451,CA,San Luis Obispo County,California,CA
93451,CA,Monterey County,California,CA
93452,CA,San Luis Obispo County,California,CA
93453,CA,San Luis Obispo County,California,CA
93454,CA,Santa Barbara County,California,CA
93454,CA,San Luis Obispo County,California,CA
93455,CA,Santa Barbara County,California,CA
93456,CA,Santa Barbara County,California,CA
93457,CA,Santa Barbara County,California,CA
93458,CA,Santa Barbara County,California,CA
93458,CA,San Luis Obispo County,California,CA
93460,CA,Santa Barbara County,California,CA
93461,CA,San Luis Obispo County,California,CA
93461,CA,Kern County,California,CA
93463,CA,Santa Barbara County,California,CA
93464,CA,Santa Barbara County,California,CA
93465,CA,San Luis Obispo County,California,CA
93475,CA,San Luis Obispo County,California,CA
93483,CA,San Luis Obispo County,California,CA
93501,CA,Kern County,California,CA
93502,CA,Kern County,California,CA
93504,CA,Kern County,California,CA
93505,CA,Kern County,California,CA
93510,CA,Los Angeles County,California,CA
93512,CA,Mono County,California,CA
93513,CA,Inyo County,California,CA
93514,CA,Inyo County,California,CA
93514,CA,Mono County,California,CA
93515,CA,Inyo County,California,CA
93516,CA,Kern County,California,CA
93516,CA,San Bernardino County,California,CA
93517,CA,Mono County,California,CA
93518,CA,Kern County,California,CA
93522,CA,Inyo County,California,CA
93523,CA,Kern County,California,CA
93524,CA,Kern County,California,CA
93526,CA,Inyo County,California,CA
93527,CA,Kern County,California,CA
93527,CA,Tulare County,California,CA
93527,CA,Inyo County,California,CA
93528,CA,Kern County,California,CA
93529,CA,Mono County,California,CA
93530,CA,Inyo County,California,CA
93531,CA,Kern County,California,CA
93532,CA,Los Angeles County,California,CA
93534,CA,Los Angeles County,California,CA
93535,CA,Los Angeles County,California,CA
93536,CA,Los Angeles County,California,CA
93536,CA,Kern County,California,CA
93539,CA,Los Angeles County,California,CA
93541,CA,Mono County,California,CA
93543,CA,Los Angeles County,California,CA
93544,CA,Los Angeles County,California,CA
93545,CA,Inyo County,California,CA
93546,CA,Mono County,California,CA
93546,CA,Inyo County,California,CA
93549,CA,Inyo County,California,CA
93550,CA,Los Angeles County,California,CA
93551,CA,Los Angeles County,California,CA
93552,CA,Los Angeles County,California,CA
93553,CA,Los Angeles County,California,CA
93554,CA,Kern County,California,CA
93555,CA,Kern County,California,CA
93555,CA,San Bernardino County,California,CA
93556,CA,Kern County,California,CA
93560,CA,Kern County,California,CA
93560,CA,Los Angeles County,California,CA
93561,CA,Kern County,California,CA
93562,CA,San Bernardino County,California,CA
93563,CA,Los Angeles County,California,CA
93581,CA,Kern County,California,CA
93584,CA,Los Angeles County,California,CA
93586,CA,Los Angeles County,California,CA
93590,CA,Los Angeles County,California,CA
93591,CA,Los Angeles County,California,CA
93592,CA,San Bernardino County,California,CA
93599,CA,Los Angeles County,California,CA
93601,CA,Madera County,California,CA
93601,CA,Mariposa County,California,CA
93602,CA,Fresno County,California,CA
93602,CA,Madera County,California,CA
93603,CA,Tulare County,California,CA
93603,CA,Fresno County,California,CA
93604,CA,Madera County,California,CA
93605,CA,Fresno County,California,CA
93606,CA,Fresno County,California,CA
93608,CA,Fresno County,California,CA
93609,CA,Fresno County,California,CA
93610,CA,Madera County,California,CA
93610,CA,Merced County,California,CA
93611,CA,Fresno County,California,CA
93612,CA,Fresno County,California,CA
93613,CA,Fresno County,California,CA
93614,CA,Madera County,California,CA
93615,CA,Tulare County,California,CA
93616,CA,Fresno County,California,CA
93618,CA,Tulare County,California,CA
93618,CA,Fresno County,California,CA
93619,CA,Fresno County,California,CA
93620,CA,Merced County,California,CA
93620,CA,Fresno County,California,CA
93620,CA,Madera County,California,CA
93621,CA,Fresno County,California,CA
93622,CA,Fresno County,California,CA
93622,CA,Madera County,California,CA
93622,CA,Merced County,California,CA
93623,CA,Mariposa County,California,CA
93624,CA,Fresno County,California,CA
93625,CA,Fresno County,California,CA
93626,CA,Fresno County,California,CA
93626,CA,Madera County,California,CA
93627,CA,Fresno County,California,CA
93628,CA,Fresno County,California,CA
93630,CA,Fresno County,California,CA
93630,CA,Madera County,California,CA
93631,CA,Fresno County,California,CA
93631,CA,Tulare County,California,CA
93631,CA,Kings County,California,CA
93633,CA,Tulare County,California,CA
93634,CA,Fresno County,California,CA
93635,CA,Merced County,California,CA
93636,CA,Madera County,California,CA
93637,CA,Madera County,California,CA
93638,CA,Madera County,California,CA
93639,CA,Madera County,California,CA
93640,CA,Fresno County,California,CA
93641,CA,Fresno County,California,CA
93641,CA,Tulare County,California,CA
93642,CA,Fresno County,California,CA
93643,CA,Madera County,California,CA
93644,CA,Madera County,California,CA
93645,CA,Madera County,California,CA
93646,CA,Fresno County,California,CA
93646,CA,Tulare County,California,CA
93647,CA,Tulare County,California,CA
93647,CA,Fresno County,California,CA
93648,CA,Fresno County,California,CA
93649,CA,Fresno County,California,CA
93650,CA,Fresno County,California,CA
93651,CA,Fresno County,California,CA
93652,CA,Fresno County,California,CA
93653,CA,Madera County,California,CA
93653,CA,Mariposa County,California,CA
93654,CA,Fresno County,California,CA
93654,CA,Tulare County,California,CA
93656,CA,Fresno County,California,CA
93656,CA,Kings County,California,CA
93657,CA,Fresno County,California,CA
93660,CA,Fresno County,California,CA
93661,CA,Merced County,California,CA
93662,CA,Fresno County,California,CA
93664,CA,Fresno County,California,CA
93665,CA,Merced County,California,CA
93666,CA,Tulare County,California,CA
93667,CA,Fresno County,California,CA
93668,CA,Fresno County,California,CA
93669,CA,Madera County,California,CA
93670,CA,Tulare County,California,CA
93673,CA,Tulare County,California,CA
93675,CA,Fresno County,California,CA
93675,CA,Tulare County,California,CA
93701,CA,Fresno County,California,CA
93702,CA,Fresno County,California,CA
93703,CA,Fresno County,California,CA
93704,CA,Fresno County,California,CA
93705,CA,Fresno County,California,CA
93706,CA,Fresno County,California,CA
93707,CA,Fresno County,California,CA
93708,CA,Fresno County,California,CA
93709,CA,Fresno County,California,CA
93710,CA,Fresno County,California,CA
93711,CA,Fresno County,California,CA
93712,CA,Fresno County,California,CA
93714,CA,Fresno County,California,CA
93715,CA,Fresno County,California,CA
93716,CA,Fresno County,California,CA
93717,CA,Fresno County,California,CA
93718,CA,Fresno County,California,CA
93720,CA,Fresno County,California,CA
93720,CA,Madera County,California,CA
93721,CA,Fresno County,California,CA
93722,CA,Fresno County,California,CA
93723,CA,Fresno County,California,CA
93724,CA,Fresno County,California,CA
93725,CA,Fresno County,California,CA
93726,CA,Fresno County,California,CA
93727,CA,Fresno County,California,CA
93728,CA,Fresno County,California,CA
93729,CA,Fresno County,California,CA
93730,CA,Fresno County,California,CA
93737,CA,Fresno County,California,CA
93740,CA,Fresno County,California,CA
93741,CA,Fresno County,California,CA
93744,CA,Fresno County,California,CA
93745,CA,Fresno County,California,CA
93747,CA,Fresno County,California,CA
93750,CA,Fresno County,California,CA
93755,CA,Fresno County,California,CA
